Currency,Date,Open,High,Low,Close,Volume,Market Cap,Name
FTT,"Mar 15, 2021",41.6698287800,43.43386258,39.09339835,40.50772087,135739687.8,3.82178022e+09,ftx-token
FTT,"Mar 16, 2021",40.4547775000,40.65183091,37.88369214,40.17221553,78640423.6,3.790126312e+09,ftx-token
FTT,"Mar 17, 2021",40.1943557200,41.33624962,37.77409499,41.33624962,70199179.99,3.899949387e+09,ftx-token
FTT,"Mar 18, 2021",41.3848417500,41.79936488,39.44748596,39.77183137,59269248.41,3.752351285e+09,ftx-token
FTT,"Mar 19, 2021",39.7640380900,41.21272932,38.85573761,40.40929559,41214223.87,3.812494095e+09,ftx-token
FTT,"Mar 20, 2021",40.4023902600,41.80438455,40.27910953,40.27910953,35345685.62,3.800211436e+09,ftx-token
FTT,"Mar 21, 2021",40.2926248700,40.5159662,38.7557849,39.55174612,51098258.24,3.731586911e+09,ftx-token
FTT,"Mar 22, 2021",39.5629833600,40.01143328,36.81859468,36.91271394,56840882.19,3.482602255e+09,ftx-token
FTT,"Mar 23, 2021",36.8894479600,38.28210747,34.96873441,36.8491288,93063647.94,3.47660319e+09,ftx-token
FTT,"Mar 24, 2021",36.8186843100,38.53627766,34.28555027,34.29514595,76058430.2,3.235642678e+09,ftx-token
FTT,"Mar 25, 2021",34.2411321400,34.56498865,31.8960197,32.7710701,84064101.27,3.091850759e+09,ftx-token
FTT,"Mar 26, 2021",32.7344031600,35.81855087,32.73136428,35.81855087,63241281.95,3.379371298e+09,ftx-token
FTT,"Mar 27, 2021",35.8444089900,36.91614209,35.24999165,36.50342701,38512185.66,3.443987278e+09,ftx-token
FTT,"Mar 28, 2021",36.5127311500,36.89114271,35.95845976,36.65630002,47281365.06,3.458410381e+09,ftx-token
FTT,"Mar 29, 2021",36.6611080900,38.96018882,36.32482287,38.70903332,57758205.45,3.652079523e+09,ftx-token
FTT,"Mar 30, 2021",38.7146888500,40.41345715,38.25131768,40.13644584,56446012.7,3.786751551e+09,ftx-token
FTT,"Mar 31, 2021",40.1500012900,40.59217445,38.89504766,39.93974705,49985503.19,3.768193618e+09,ftx-token
FTT,"Apr 01, 2021",39.9670270800,40.97367652,39.55508028,40.62582613,77626074.5,3.832923092e+09,ftx-token
FTT,"Apr 02, 2021",40.6353644500,41.9843082,40.56606202, 41.936526,52938062.6,3.956583638e+09,ftx-token
FTT,"Apr 03, 2021",41.9322564400,42.62224199,39.90014743,40.01649689,99267123.13,3.775434732e+09,ftx-token
FTT,"Apr 04, 2021",39.9971369600,41.63951227,39.68031439,41.55891876,39042321.4,3.920957543e+09,ftx-token
FTT,"Apr 05, 2021",41.5594316000,43.95840227,39.86973053,43.48241894,103851781.8,4.102433933e+09,ftx-token
FTT,"Apr 06, 2021",43.4516315200,46.60568117,43.04535864,45.90878249,214600202.7,4.331353952e+09,ftx-token
FTT,"Apr 07, 2021",45.9243110900,46.59129627,43.28165575,44.58005533,200004659.6,4.205992587e+09,ftx-token
FTT,"Apr 08, 2021",44.5141658100,48.98847643,44.33141996,48.78313158,148282758.6,4.602540043e+09,ftx-token
FTT,"Apr 09, 2021",48.7766924700,50.51309891,47.61099197,49.94464771,203103656.6,4.712125556e+09,ftx-token
FTT,"Apr 10, 2021",49.9935658500,52.05302814,47.78951733,49.09564023,207672407.3,4.632024284e+09,ftx-token
FTT,"Apr 11, 2021",49.1610031300,51.44076348,48.37066538,51.44076348,103759686.9,4.853279527e+09,ftx-token
FTT,"Apr 12, 2021",51.4142701600,55.79674803,51.16971545,52.77833024,310208928.3,4.979474881e+09,ftx-token
FTT,"Apr 13, 2021",52.8200966200,55.88821969,51.36125844,55.34924412,301850569.0,5.222032784e+09,ftx-token
FTT,"Apr 14, 2021",55.2787520700,59.55647124,54.31974702,56.09148998,526900942.6,5.292061422e+09,ftx-token
FTT,"Apr 15, 2021",56.1364140400,58.09914378,55.25955138,56.28142383,199105308.5,5.309981103e+09,ftx-token
FTT,"Apr 16, 2021",56.2415640400,56.56609337,51.84756664,53.20537348,210510616.6,5.019765111e+09,ftx-token
FTT,"Apr 17, 2021",53.2354230400,54.6923357,51.54424536,52.17184245,105181830.8,4.922254603e+09,ftx-token
FTT,"Apr 18, 2021",52.1786973100,52.46790319,44.88346754,50.19589778,297005913.8,4.735830236e+09,ftx-token
FTT,"Apr 19, 2021",50.2055155900,52.55291955,47.73275974,49.41996476,281890944.2,4.662623316e+09,ftx-token
FTT,"Apr 20, 2021",49.3097940900,52.65426463,46.34228457,52.65426463,258429763.2,4.967769669e+09,ftx-token
FTT,"Apr 21, 2021",52.7596203600,53.58108978,50.51986738,51.00455689,194385764.2,4.812124763e+09,ftx-token
FTT,"Apr 22, 2021",50.8895094600,53.44390661,46.96279945,48.89312829,277509745.4,4.612917898e+09,ftx-token
FTT,"Apr 23, 2021",48.8159972200,49.45946924,42.69480266,47.47011079,599281496.0,4.478660526e+09,ftx-token
FTT,"Apr 24, 2021",47.4194636000,47.50677765,44.2833804,45.48733363,79377967.69,4.291591534e+09,ftx-token
FTT,"Apr 25, 2021",45.4858347800,47.99813878,44.08422784,46.36721843,104477991.0,4.374605987e+09,ftx-token
FTT,"Apr 26, 2021",46.4230561900,51.31586043,46.27392479,50.87160344,143028839.4,4.799581009e+09,ftx-token
FTT,"Apr 27, 2021",50.8367835000,53.96550545,50.27155532,53.64747938,160041049.5,5.061476458e+09,ftx-token
FTT,"Apr 28, 2021",53.6059828000,54.41968436,51.05745424,52.86556427,131779803.2,4.987705147e+09,ftx-token
FTT,"Apr 29, 2021",52.9049408300,54.26519701,50.86582081,52.45908244,112671983.7,4.949354823e+09,ftx-token
FTT,"Apr 30, 2021",52.3839391200,54.93344102,51.65889591,54.78774974,117410419.5,5.169057497e+09,ftx-token
FTT,"May 01, 2021",54.7225367900,55.61142053,54.22604108,55.4831674,81754637.67,5.234668038e+09,ftx-token
FTT,"May 02, 2021",55.4745168200,55.55379209,53.78335273,54.98798942,71859552.17,5.187949503e+09,ftx-token
FTT,"May 03, 2021",54.9410238700,58.17198296,54.92962582,57.79380654,225635058.7,5.452669811e+09,ftx-token
FTT,"May 04, 2021",57.9024029400,57.96013201,53.18495452,54.00853835,212625612.5,5.095541273e+09,ftx-token
FTT,"May 05, 2021",53.7987867200,58.51509361,53.45007172,58.49671262,125622516.8,5.518986861e+09,ftx-token
FTT,"May 06, 2021",58.4992431800,59.07192433,56.62589247,57.95797954,113611379.2,5.468159034e+09,ftx-token
FTT,"May 07, 2021",57.9898799600,59.80538341,56.00031528,58.5197318,108656345.9,5.521158651e+09,ftx-token
FTT,"May 08, 2021",58.5955491400,61.87031959,58.18415329,61.24902624,147621369.9,5.778659277e+09,ftx-token
FTT,"May 09, 2021",61.3507345600,61.64371556,59.28244638,60.93583531,103352861.8,5.749110665e+09,ftx-token
FTT,"May 10, 2021",60.9400094000,63.08425074,56.25860659,59.16066811,184292180.5,5.581629041e+09,ftx-token
FTT,"May 11, 2021",59.2032318500,61.35869155,57.46090817,61.28327078,126170523.4,5.781890145e+09,ftx-token
FTT,"May 12, 2021",61.3108199200,63.03452668,56.12846528,56.12846528,217331486.3,5.29554993e+09,ftx-token
FTT,"May 13, 2021",56.2222122800,58.75040499,52.02322111,54.69727653,280022538.4,5.160521625e+09,ftx-token
FTT,"May 14, 2021",54.6673981600,58.63212952,53.93518975,57.86042137,234313657.3,5.458954717e+09,ftx-token
FTT,"May 15, 2021",57.8684965600,58.42097466,53.30522079,53.3347742,234725117.3,5.031973676e+09,ftx-token
FTT,"May 16, 2021",53.2491861200,56.69537201,50.60000464,54.02437077,251507018.7,5.097035015e+09,ftx-token
FTT,"May 17, 2021",54.0087591800,54.08437386,47.97528201,50.45363524,328660947.9,4.76014698e+09,ftx-token
FTT,"May 18, 2021",50.4247194600,54.02851129,50.01571967,50.95519971,155234606.8,4.807468063e+09,ftx-token
FTT,"May 19, 2021",51.0225261000,51.77700464,34.19512048,36.9373874,543253572.4,3.48493012e+09,ftx-token
FTT,"May 20, 2021",36.7530030400,43.50393745,33.40747782,40.87553967,304378839.0,3.856482805e+09,ftx-token
FTT,"May 21, 2021",40.7840513900,42.54117348,32.09801663,36.03931785,248165447.8,3.40019999e+09,ftx-token
FTT,"May 22, 2021",36.0645571900,36.74302896,32.40822732,33.29874328,133676886.2,3.141635118e+09,ftx-token
FTT,"May 23, 2021",33.3192769600,34.07468762,22.84066611,27.07022693,297093226.2,2.553993551e+09,ftx-token
FTT,"May 24, 2021",27.0030119500,33.72382244,27.00301195,33.40414962,167727641.2,3.151579886e+09,ftx-token
FTT,"May 25, 2021",33.3226664200,34.70968606,30.51479213,33.23408243,114712948.2,3.135534563e+09,ftx-token
FTT,"May 26, 2021",33.2222990600,37.05815973,32.80400257,36.73375456,115422596.3,3.465717981e+09,ftx-token
FTT,"May 27, 2021",36.7837936000,37.37599978,34.08381765,35.83642508,99382678.75,3.381057675e+09,ftx-token
FTT,"May 28, 2021",35.9008265700,36.30001292,31.31789032,32.25440575,148845405.0,3.04310505e+09,ftx-token
FTT,"May 29, 2021",32.2499943100,33.95825008,29.41757654,30.34042521,110270743.8,2.862526808e+09,ftx-token
FTT,"May 30, 2021",30.3431233500,32.6475337,29.22254683,31.42111875,80921473.13,2.964486956e+09,ftx-token
FTT,"May 31, 2021",31.4308489800,34.1806388,29.90189658,34.04097156,159620352.3,3.211662098e+09,ftx-token
FTT,"Jun 01, 2021",34.0815304800,34.77799368,32.72995299,33.79913332,174829696.6,3.188845396e+09,ftx-token
FTT,"Jun 02, 2021",33.8064496500,36.20598949,33.0036818,34.97654873,97635170.15,3.299930958e+09,ftx-token
FTT,"Jun 03, 2021",34.9584141500,36.84329603,34.28400188,36.43033842,67568942.06,3.437091591e+09,ftx-token
FTT,"Jun 04, 2021",36.4471701600,36.48142027,33.03050029,34.63004422,217950645.2,3.267239311e+09,ftx-token
FTT,"Jun 05, 2021",34.6890659500,36.75586383,32.88977686,33.51677099,199166749.2,3.162205369e+09,ftx-token
FTT,"Jun 06, 2021",33.5248354500,34.60324761,33.38464085,33.85759132,69674608.94,3.19436073e+09,ftx-token
FTT,"Jun 07, 2021",33.8218894800,35.66439988,31.7589982,31.83119268,128587039.1,3.003176184e+09,ftx-token
FTT,"Jun 08, 2021",31.9259095800,32.24717525,28.59456857,30.9880776,137884643.4,2.923630842e+09,ftx-token
FTT,"Jun 09, 2021",30.9326546900,33.75715234,29.8467416,33.65953873,131691056.5,3.175675071e+09,ftx-token
FTT,"Jun 10, 2021",33.6619410300,  33.91941,32.13443497,32.70815381,102096414.2,3.085914799e+09,ftx-token
FTT,"Jun 11, 2021",32.6829760500,33.17526058,31.15864409,31.52037627,67409474.68,2.973851601e+09,ftx-token
FTT,"Jun 12, 2021",31.5288082700,31.59233321,29.71877691,30.73909847,70278692.92,2.900140417e+09,ftx-token
FTT,"Jun 13, 2021",30.7546771200,33.09927532,30.12849253,32.83823187,65840033.98,3.098187267e+09,ftx-token
FTT,"Jun 14, 2021",32.8374592300,34.19120902,32.57482614,33.65473868,72897423.11,3.1752222e+09,ftx-token
FTT,"Jun 15, 2021",34.0568617400,34.88886855,33.44488599,34.58276267,79841062.91,3.262778441e+09,ftx-token
FTT,"Jun 16, 2021",33.8457994400,33.96422078,31.70642307,31.89932919,58577989.57,3.009604656e+09,ftx-token
FTT,"Jun 17, 2021",31.8960852900,32.95060036,31.50586083,32.07775879,44466420.0,3.026438946e+09,ftx-token
FTT,"Jun 18, 2021",32.1111008200,32.27035321,29.02079494,29.72105934,58814460.55,2.804091523e+09,ftx-token
FTT,"Jun 19, 2021",29.7432667200,30.49386003,29.17590654,29.60310052,28609685.23,2.792962467e+09,ftx-token
FTT,"Jun 20, 2021",29.5962743500,30.19361714,27.75086406,29.95292591,38654857.1,2.825967429e+09,ftx-token
FTT,"Jun 21, 2021",29.9075249100,30.13779341,24.8834852,25.17576007,102702700.2,2.375256366e+09,ftx-token
FTT,"Jun 22, 2021",25.1490972900,26.27145758,22.48585541,24.84250838,110239572.2,2.343815083e+09,ftx-token
FTT,"Jun 23, 2021",24.8427521000,27.61533038, 24.293723,26.59253313,70407322.9,2.508924593e+09,ftx-token
FTT,"Jun 24, 2021",26.3709257700,26.98904166,25.18179514,26.30093114,46119061.76,2.481412834e+09,ftx-token
FTT,"Jun 25, 2021",26.3021491400,26.78405231,23.22042383,23.36147217,60698014.58,2.204083823e+09,ftx-token
FTT,"Jun 26, 2021",23.3182766600,23.84358211,21.93310395,22.78530862,49503583.17,2.149724545e+09,ftx-token
FTT,"Jun 27, 2021",22.8597702900,24.5955295,22.73693156,24.54716856,24677197.5,2.31595067e+09,ftx-token
FTT,"Jun 28, 2021",24.6068230900,25.98614527,24.36752723,25.49336736,32207084.52,2.405221647e+09,ftx-token
FTT,"Jun 29, 2021",25.4926259500,27.7197356,25.46463989,26.91067908,50036903.77,2.538940696e+09,ftx-token
FTT,"Jun 30, 2021",26.9345543500,27.60853387,25.71380152,27.48491634,37360953.59,2.593118235e+09,ftx-token
FTT,"Jul 01, 2021",27.4849792000,27.53405203,25.6683429,26.24949518,40245588.45,2.476560007e+09,ftx-token
FTT,"Jul 02, 2021",26.2480018500,27.33571702,25.35964858,27.31939386,45524537.47,2.577501692e+09,ftx-token
FTT,"Jul 03, 2021",27.3037950300,28.21847773,26.77621742,27.99869726,38194950.66,2.641591901e+09,ftx-token
FTT,"Jul 04, 2021",27.9999923300,28.14777389,26.69045614,27.44904885,76843229.46,2.589734246e+09,ftx-token
FTT,"Jul 05, 2021",27.4517093700,27.45170937, 25.216463,25.36885434,68086618.99,2.393474223e+09,ftx-token
FTT,"Jul 06, 2021",25.3389460500,28.8170724,25.3040714,28.8170724,126044013.7,2.718803106e+09,ftx-token
FTT,"Jul 07, 2021",28.7902673200,30.49008826,28.48034254,30.02210216,72969801.61,2.832493997e+09,ftx-token
FTT,"Jul 08, 2021",30.0643371600,30.1385392,28.27982346,28.76109431,48153536.93,2.713521743e+09,ftx-token
FTT,"Jul 09, 2021",28.7615489900,30.44839477,28.05788416,30.22370418,47852472.94,2.851514535e+09,ftx-token
FTT,"Jul 10, 2021",30.2149540200,30.68920554,29.63513875,30.13947081,41903883.13,2.843567372e+09,ftx-token
FTT,"Jul 11, 2021",30.1630282200,31.45967296,29.78150092,30.98484885,39831254.32,2.923326218e+09,ftx-token
FTT,"Jul 12, 2021",30.9834519400,32.11881894,30.13747758,30.55761869,69669339.16,2.883018353e+09,ftx-token
FTT,"Jul 13, 2021",30.5105601700,30.95663068,29.3122491,29.70912451,61811937.69,2.802965508e+09,ftx-token
FTT,"Jul 14, 2021",29.7055015100,29.73901155,28.16145086,28.44390518,91255198.61,2.683595914e+09,ftx-token
FTT,"Jul 15, 2021",28.4452164000,28.84211712,25.71820929,25.88642983,106870542.9,2.442305895e+09,ftx-token
FTT,"Jul 16, 2021",25.9381994700,27.08851138,23.3266281,25.51569463,207634528.1,2.407328157e+09,ftx-token
FTT,"Jul 17, 2021",25.5012992800,27.13054605,25.39941302,26.38230988,79885550.37,2.489090669e+09,ftx-token
FTT,"Jul 18, 2021",26.3712453500,27.18950863,25.90329488,26.05461664,44959330.51,2.45817381e+09,ftx-token
FTT,"Jul 19, 2021",26.0575291500,26.25312179,24.47034714,24.90867171,55941940.07,2.350057392e+09,ftx-token
FTT,"Jul 20, 2021",24.9088528000,26.38609154,23.6590974,25.8180554,159354049.2,2.435854976e+09,ftx-token
FTT,"Jul 21, 2021",25.8046392600,28.91308002,25.39559331,28.13120149,195837215.2,2.654093273e+09,ftx-token
FTT,"Jul 22, 2021",28.1400256600,29.12779734,27.49326973,28.77981454,85234332.34,2.71528794e+09,ftx-token
FTT,"Jul 23, 2021",28.7817003300,29.56945622,28.09907858,29.56945622,69483534.52,2.78978823e+09,ftx-token
FTT,"Jul 24, 2021",29.5731854500,30.47539142,29.31115816,30.24984675,57676006.4,2.853981007e+09,ftx-token
FTT,"Jul 25, 2021",30.2368388900,30.53064056,28.97697481,30.43120531,69161549.07,2.871091635e+09,ftx-token
FTT,"Jul 26, 2021",30.4753266100,33.33158939,29.5889231,29.80656416,187201697.5,2.812158643e+09,ftx-token
FTT,"Jul 27, 2021",29.7619928300,31.15165952,28.66588519,31.15165952,150010360.8,2.939064297e+09,ftx-token
FTT,"Jul 28, 2021",31.1954678800,32.26907107,30.73073538,31.92518344,92454209.96,3.012043926e+09,ftx-token
FTT,"Jul 29, 2021",31.8868241800,32.85425233,31.37911984,32.59879658,71994007.04,3.075597276e+09,ftx-token
FTT,"Jul 30, 2021",32.6110524800,35.03664007,32.37036431,35.03664007,105232106.6,3.305600392e+09,ftx-token
FTT,"Jul 31, 2021",35.0083875900,35.62299909,33.92519974,35.30597455,54489058.38,3.331011281e+09,ftx-token
FTT,"Aug 01, 2021",35.1743668800,36.30464273,34.40848051,35.03957253,72439681.54,3.305877061e+09,ftx-token
FTT,"Aug 02, 2021",34.9440060300,36.9399762,34.42596402,35.62761134,76257005.25,3.361356733e+09,ftx-token
FTT,"Aug 03, 2021",37.8909032300,38.64427101,35.49929019,35.91445662,105734296.6,3.388419713e+09,ftx-token
FTT,"Aug 04, 2021",35.9565452500,38.1509959,34.44777827,37.74977039,75863474.17,3.561575983e+09,ftx-token
FTT,"Aug 05, 2021",37.8219382400,39.96106794,35.81962299,39.91483494,70787946.81,3.765843236e+09,ftx-token
FTT,"Aug 06, 2021",39.9308275800,41.83207997,39.4218155,41.18863062,87513700.2,3.886021984e+09,ftx-token
FTT,"Aug 07, 2021",41.2157443600,44.96053935,40.9919547,44.68804825,108458523.0,4.21618139e+09,ftx-token
FTT,"Aug 08, 2021",44.9090410500,45.95350889,42.59149995,43.56704035,91764953.76,4.110417706e+09,ftx-token
FTT,"Aug 09, 2021",43.5882315900,49.45737094,41.87072566,48.89223259,194827185.2,4.612833392e+09,ftx-token
FTT,"Aug 10, 2021",48.8215954600,50.22218123,47.51198762,48.91669659,142630628.0,4.615141495e+09,ftx-token
FTT,"Aug 11, 2021",48.8986951700,52.70701269,48.86109103,50.54524406,154539827.4,4.768789994e+09,ftx-token
FTT,"Aug 12, 2021",50.5108837000,51.94338488,47.62163286,49.20114385,129623607.5,4.641978229e+09,ftx-token
FTT,"Aug 13, 2021",49.1928217600,54.10811793,48.16040682,50.58755447,584539036.9,4.772781853e+09,ftx-token
FTT,"Aug 14, 2021",50.6412539500,50.66847873,46.82741207,50.19782648,466994024.3,4.736012203e+09,ftx-token
FTT,"Aug 15, 2021",50.1849812000,51.94415703,47.50165564,51.47411161,200505587.8,4.856425822e+09,ftx-token
FTT,"Aug 16, 2021",51.4652674200,53.44071025,45.02256666,47.23496313,591982101.8,4.45647506e+09,ftx-token
FTT,"Aug 17, 2021",47.0704732300,48.82463888,43.02840819,44.76494499,548324820.0,4.223436363e+09,ftx-token
FTT,"Aug 18, 2021",44.7197492900,48.11760149,43.71037532,46.79041231,291485694.4,4.414533043e+09,ftx-token
FTT,"Aug 19, 2021",46.6525598800,49.78269528,44.77708188,49.74725735,238540039.1,4.693502376e+09,ftx-token
FTT,"Aug 20, 2021",49.7436203200,53.45943904,47.83974324,50.34009139,776157559.9,4.749434464e+09,ftx-token
FTT,"Aug 21, 2021",50.3460508200,52.01896642,49.26484148,51.29240492,395393447.3,4.839282349e+09,ftx-token
FTT,"Aug 22, 2021",51.3097225500,51.99263079,48.48406127,50.31187161,180861050.4,4.746772013e+09,ftx-token
FTT,"Aug 23, 2021",50.2415459000,51.97481477,50.23653884,50.67478079,259182532.7,4.78101139e+09,ftx-token
FTT,"Aug 24, 2021",50.7022559700,51.07758772,45.96467813,47.46123014,247256023.4,4.477822664e+09,ftx-token
FTT,"Aug 25, 2021",47.5436521800,50.01687449,46.44420716,49.54920661,215499799.0,4.674816892e+09,ftx-token
FTT,"Aug 26, 2021",49.5926235700,50.35539066,44.91310575,45.90153516,234196100.9,4.330670188e+09,ftx-token
FTT,"Aug 27, 2021",45.8195802200,49.55649492,45.18318898,49.47063893,212876962.5,4.66740427e+09,ftx-token
FTT,"Aug 28, 2021",49.5005994800,53.6153034,48.04377458,51.20824006,735498770.6,4.83134165e+09,ftx-token
FTT,"Aug 29, 2021",51.1626485600,51.57947417,46.9692069,47.43814996,650923695.9,4.47564512e+09,ftx-token
FTT,"Aug 30, 2021",47.4389507800,48.97532557,45.62775462,46.27912688,328765688.4,4.366294818e+09,ftx-token
FTT,"Aug 31, 2021",46.2858077900,52.23056156,45.14265898,48.50472107,569408048.8,4.576272858e+09,ftx-token
FTT,"Sep 01, 2021",48.5114264200,65.97051463,47.17766942,65.18187693,1.743544361e+09,6.149711774e+09,ftx-token
FTT,"Sep 02, 2021",65.1894152100,70.20640827,59.25816857,60.33884913,2.142182067e+09,5.692786836e+09,ftx-token
FTT,"Sep 03, 2021",60.1593995300,67.52646001,58.27224156,63.70963082,1.706726332e+09,6.010809833e+09,ftx-token
FTT,"Sep 04, 2021",63.5815743200,65.47402565,60.72823564,60.90474962,1.057002301e+09,5.746177826e+09,ftx-token
FTT,"Sep 05, 2021",60.8851797800,64.95760208,59.5087918,63.54755584,718891313.2,5.995518551e+09,ftx-token
FTT,"Sep 06, 2021",63.5276624200,77.35111437,62.26896537,73.34787603,2.040937192e+09,6.920148944e+09,ftx-token
FTT,"Sep 07, 2021",73.3131132000,83.40967393,63.37899611,70.94881662,3.919748073e+09,6.693804988e+09,ftx-token
FTT,"Sep 08, 2021",70.9905361700,78.62675399,61.99046715,76.18854503,2.855900399e+09,7.188157422e+09,ftx-token
FTT,"Sep 09, 2021",77.6949110400,85.0168524,71.89197958,79.87131341,3.338581625e+09,9.654039687e+09,ftx-token
FTT,"Sep 10, 2021",79.5283696200,83.2523482,70.03685824,72.94228075,2.321776361e+09,8.816528027e+09,ftx-token
FTT,"Sep 11, 2021",72.8116858200,77.01203213,71.9259352,72.54743497,1.204328802e+09,8.768803047e+09,ftx-token
FTT,"Sep 12, 2021",72.6381219200,77.94581101,70.9392635,73.52809358,984520794.6,8.887335179e+09,ftx-token
FTT,"Sep 13, 2021",73.5319512300,74.12017589,64.91017692,68.3262295,1.219088916e+09,8.258586257e+09,ftx-token
FTT,"Sep 14, 2021",68.3957632617,69.12251743,65.68961619,67.71075136,793934478.4,8.177797185e+09,ftx-token
FTT,"Sep 15, 2021",67.6764501594,72.96074726,66.71563279,71.18161735,573941919.5,8.596992623e+09,ftx-token
FTT,"Sep 16, 2021",71.1618960295,71.51968562,66.03597337,67.4822998,488691046.2,8.150205842e+09,ftx-token
FTT,"Sep 17, 2021",67.4791502743,68.20625577,58.72303985,61.67523628,627398822.5,7.448855071e+09,ftx-token
FTT,"Sep 18, 2021",61.5404816018,66.41967387,61.35027272,63.75904503,583894130.3,7.700528032e+09,ftx-token
FTT,"Sep 19, 2021",63.6466364079,63.96467695,59.9810684,60.81387934,426172880.9,7.344824289e+09,ftx-token
FTT,"Sep 20, 2021",60.7927596687,60.87685642,51.10670207,52.49813714,929415230.0,6.340486694e+09,ftx-token
FTT,"Sep 21, 2021",52.9294700058,58.51295555,48.10620702,51.45483973,1.088744843e+09,6.214481969e+09,ftx-token
FTT,"Sep 22, 2021",51.2889066441,58.10086622,50.82002003,55.82969974,743203675.0,6.742857703e+09,ftx-token
FTT,"Sep 23, 2021",55.7812053740,60.90119838,54.58965917,57.61820882,891909778.3,6.95886571e+09,ftx-token
FTT,"Sep 24, 2021",57.6314575838,57.79190573,49.1932777,52.98456198,807456855.8,6.392423358e+09,ftx-token
FTT,"Sep 25, 2021",52.9241537712,56.08966435,50.75713769,54.93072894,559176205.7,6.627222376e+09,ftx-token
FTT,"Sep 26, 2021",54.8851946114,59.32097406,49.93990581,55.85790257,974027302.0,6.739083004e+09,ftx-token
FTT,"Sep 27, 2021",55.9324367653,57.86462266,51.70705693,51.77370789,556113782.7,6.246337562e+09,ftx-token
FTT,"Sep 28, 2021",51.6720315433,52.96659938,47.97346796,48.14509231,481719623.9,5.803704673e+09,ftx-token
FTT,"Sep 29, 2021",48.2308669445,52.26603358,48.03566403,49.94547597,481700161.4,6.02073396e+09,ftx-token
FTT,"Sep 30, 2021",49.9629016080,52.84910174,49.73341238,51.56728156,424051422.3,6.216236352e+09,ftx-token
FTT,"Oct 01, 2021",51.6849766385,56.38192833,51.0901221,55.24655951,516884517.8,6.659759078e+09,ftx-token
FTT,"Oct 02, 2021",55.2498833611,58.10610683,53.55785609,56.16637439,487894633.0,6.770639204e+09,ftx-token
FTT,"Oct 03, 2021",56.1382215625,58.71311879,55.23720441,56.74550143,430917546.6,6.84045073e+09,ftx-token
FTT,"Oct 04, 2021",56.7423732353,57.0085022,53.08514381,55.83345523,429342170.4,6.730507087e+09,ftx-token
FTT,"Oct 05, 2021",55.9107026200,59.31904501,54.87779034,58.93855592,428719248.9,7.099484976e+09,ftx-token
FTT,"Oct 06, 2021",58.8590444532,61.83680061,54.09202845,56.79457002,814439144.8,6.841229655e+09,ftx-token
FTT,"Oct 07, 2021",56.7691924572,57.66412294,54.92337163,55.76899986,477705381.4,6.717693884e+09,ftx-token
FTT,"Oct 08, 2021",55.7602408684,57.40777718,54.75034504,55.13324988,276539245.1,6.641114175e+09,ftx-token
FTT,"Oct 09, 2021",55.0769817412,56.70639374,54.72377809,55.94056897,171089284.4,6.738360362e+09,ftx-token
FTT,"Oct 10, 2021",55.9258009737,56.23482144,53.05068034,53.64910412,175902025.6,6.46234036e+09,ftx-token
FTT,"Oct 11, 2021",53.5061679942,55.47735468,53.01726434,54.55145712,207093563.1,6.571033921e+09,ftx-token
FTT,"Oct 12, 2021",54.5658522603,54.56585226,51.54231803,52.84870027,249473837.3,6.365927154e+09,ftx-token
FTT,"Oct 13, 2021",52.8331439702,54.11632194,51.66440887,54.11632194,276005713.7,6.51861941e+09,ftx-token
FTT,"Oct 14, 2021",54.0856942754,56.0552471,53.75920236,55.43270115,301360081.8,6.677184788e+09,ftx-token
FTT,"Oct 15, 2021",55.4714329418,58.17014349,54.71186568,56.97118131,318536829.1,6.862503492e+09,ftx-token
FTT,"Oct 16, 2021",56.9927781817,57.98650469,55.99662695,56.39341902,179260061.9,6.787581008e+09,ftx-token
FTT,"Oct 17, 2021",56.3143684476,57.34833783,54.70353788,56.39690599,152460938.3,6.788000704e+09,ftx-token
FTT,"Oct 18, 2021",56.3861242479,57.3566758,53.76862328,55.48420964,240276496.8,6.678147452e+09,ftx-token
FTT,"Oct 19, 2021",55.5310448756,57.13741785,55.25326046,57.07661564,160006374.6,6.86981139e+09,ftx-token
FTT,"Oct 20, 2021",57.0678267762,62.30109887,56.51340451,61.32431884,480588070.8,7.381070151e+09,ftx-token
FTT,"Oct 21, 2021",61.3672528800,67.49366553,60.03321838,61.59153205,1.168532353e+09,7.41323226e+09,ftx-token
FTT,"Oct 22, 2021",61.5713078319,66.3455324,61.57130783,62.8620826,563978835.3,7.566157282e+09,ftx-token
FTT,"Oct 23, 2021",62.8439003589,63.80965648,60.9559873,63.48175675,248247543.2,7.633869442e+09,ftx-token
FTT,"Oct 24, 2021",63.4524340970,63.66085471,60.0408899,61.91434252,189355197.6,7.445383235e+09,ftx-token
FTT,"Oct 25, 2021",61.8243573819,66.02945623,61.62509411,65.59429007,288522278.9,7.887907837e+09,ftx-token
FTT,"Oct 26, 2021",65.6673368585,69.66053643,62.44367274,62.75567866,479508779.4,7.540022573e+09,ftx-token
FTT,"Oct 27, 2021",62.7742893271,64.23896312,56.75845214,58.04042088,568510591.5,6.973489777e+09,ftx-token
FTT,"Oct 28, 2021",57.9708881205,61.20334904,57.29496527,60.17987112,435078654.0,7.230542261e+09,ftx-token
FTT,"Oct 29, 2021",60.2658243529,61.85481357,60.02326272,61.25985444,276725425.5,7.360301014e+09,ftx-token
